0.936888 0 0.000494071 0 0 0 0 57.5607 0 0 0 0 12.453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.938687 0 0.00119167 0 0 0 0 77.8157 0 0 0 0 10.7474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.941 0 0.00206216 0 0 0 0 100.547 0 0 0 0 8.6717 0 0 0 0 0.000523526 0 0 0 0 60.5814 0 0 0 0 12.5194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.94384 0 0.00311316 0 0 0 0 123.779 0 0 0 0 7.63007 0 0 0 0 0.00152377 0 0 0 0 93.9014 0 0 0 0 9.38405 0 0 0 0 0.000214738 0 0 0 0 50.8273 0 0 0 0 11.7824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.947224 0 0.00441268 0 0 0 0 146.636 0 0 0 0 7.02521 0 0 0 0 0.00273151 0 0 0 0 124.293 0 0 0 0 7.83248 0 0 0 0 0.00134121 0 0 0 0 94.108 0 0 0 0 9.22287 0 0 0 0 0.000175588 0 0 0 0 49.4934 0 0 0 0 11.2836 0 0 0 0
0.951151 0 0.00572197 0 0 0 0 169.112 0 0 0 0 6.56111 0 0 0 0 0.00411373 0 0 0 0 152.243 0 0 0 0 6.92779 0 0 0 0 0.00268346 0 0 0 0 131.004 0 0 0 0 7.62797 0 0 0 0 0.0014439 0 0 0 0 102.707 0 0 0 0 8.7114 0 0 0 0
0.955632 0 0.00732596 0 0 0 0 191.629 0 0 0 0 6.30243 0 0 0 0 0.00564778 0 0 0 0 178.718 0 0 0 0 6.50077 0 0 0 0 0.00413315 0 0 0 0 163.283 0 0 0 0 6.66024 0 0 0 0 0.00280612 0 0 0 0 144.222 0 0 0 0 7.12455 0 0 0 0
0.960679 0 0.00899008 0 0 0 0 214.066 0 0 0 0 6.1677 0 0 0 0 0.00725711 0 0 0 0 204.346 0 0 0 0 6.2878 0 0 0 0 0.00584783 0 0 0 0 193.151 0 0 0 0 6.3154 0 0 0 0 0.00447419 0 0 0 0 179.865 0 0 0 0 6.44925 0 0 0 0
0.966322 0 0.0105894 0 0 0 0 236.516 0 0 0 0 6.1282 0 0 0 0 0.00896424 0 0 0 0 229.503 0 0 0 0 6.15498 0 0 0 0 0.00748368 0 0 0 0 221.521 0 0 0 0 6.20119 0 0 0 0 0.0061245 0 0 0 0 212.312 0 0 0 0 6.12613 0 0 0 0
0.972565 0 0.0123054 0 0 0 0 258.908 0 0 0 0 6.10059 0 0 0 0 0.0107305 0 0 0 0 254.193 0 0 0 0 6.08062 0 0 0 0 0.00928042 0 0 0 0 248.844 0 0 0 0 6.09566 0 0 0 0 0.00799667 0 0 0 0 242.928 0 0 0 0 6.07489 0 0 0 0
