0.934579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.935614 0 0.000135394 0 0 0 0 42.5248 0 0 0 0 11.1307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.936888 0 0.000511759 0 0 0 0 57.1352 0 0 0 0 13.6187 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.938687 0 0.0012173 0 0 0 0 77.875 0 0 0 0 10.9891 0 0 0 0 1.98862e-05 0 0 0 0 31.544 0 0 0 0 8.88676 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.941 0 0.002057 0 0 0 0 100.774 0 0 0 0 8.80232 0 0 0 0 0.000550843 0 0 0 0 60.6293 0 0 0 0 13.7085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.94384 0 0.00310124 0 0 0 0 123.794 0 0 0 0 7.71332 0 0 0 0 0.00156942 0 0 0 0 93.9994 0 0 0 0 9.37074 0 0 0 0 0.000244686 0 0 0 0 51.0705 0 0 0 0 13.4512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.947224 0 0.00441148 0 0 0 0 146.648 0 0 0 0 7.06434 0 0 0 0 0.00274304 0 0 0 0 124.287 0 0 0 0 7.88543 0 0 0 0 0.00135513 0 0 0 0 94.1076 0 0 0 0 9.38371 0 0 0 0 0.000193297 0 0 0 0 50.9934 0 0 0 0 14.2091 0 0 0 0
0.951151 0 0.00574142 0 0 0 0 169.114 0 0 0 0 6.58227 0 0 0 0 0.00412438 0 0 0 0 152.247 0 0 0 0 6.97462 0 0 0 0 0.00269132 0 0 0 0 131.016 0 0 0 0 7.67088 0 0 0 0 0.00145253 0 0 0 0 102.715 0 0 0 0 8.8997 0 0 0 0
0.955632 0 0.00733357 0 0 0 0 191.632 0 0 0 0 6.31985 0 0 0 0 0.00564206 0 0 0 0 178.716 0 0 0 0 6.50752 0 0 0 0 0.00415115 0 0 0 0 163.28 0 0 0 0 6.7095 0 0 0 0 0.00281423 0 0 0 0 144.224 0 0 0 0 7.17834 0 0 0 0
0.960679 0 0.00899545 0 0 0 0 214.065 0 0 0 0 6.17807 0 0 0 0 0.00726849 0 0 0 0 204.347 0 0 0 0 6.31484 0 0 0 0 0.00585749 0 0 0 0 193.15 0 0 0 0 6.32987 0 0 0 0 0.00448633 0 0 0 0 179.855 0 0 0 0 6.48718 0 0 0 0
