350    0.7875
360    0.84
370    0.945
380    0.958917
390    1.215821
400    1.326892
410    1.516217
420    2.017457
430    3.166953
440    4.195417
450    5.363583
460    6.243097
470    7.680471
480    9.437015
490    11.42953
500    13.42312
510    15.53276
520    17.60681
530    19.62428
540    21.42907
550    23.32861
560    24.971
570    26.42183
580    28.27825
590    29.25175
600    30.55947
610    31.47549
620    32.18449
630    32.95083
640    33.48196
650    33.66901
660    33.97119
670    34.18758
680    34.34125
690    34.41534
700    34.21737
710    34.30729
720    33.95804
730    33.75014
740    33.57461
750    33.13029
760    32.36188
770    30.9811
780    30.25393
790    28.90735
800    27.84447

