   170.000    1.615000
   185.000    1.575000
   200.000    1.550000
   214.438    1.533722
   280.347    1.494039
   302.150    1.487194
   365.015    1.474539
   404.656    1.469618
   435.835    1.466623
   546.074    1.460078
   587.561    1.458464
   589.262    1.458404
   643.847    1.456704
   656.272    1.456367
   706.519    1.455145
   852.111    1.452465
  1013.980    1.450242
  1082.970    1.449405
  1128.660    1.448869
  1395.060    1.445836
  1709.130    1.442057
  1813.070    1.440699
  2058.100    1.437224
  2437.400    1.430954
  3243.900    1.413118
  3302.600    1.411535
  3507.000    1.405676
  3706.700    1.399389
