250     0.0
260     0.5
270     1.0
280     4.0
290     7.0
300    10.0
310    12.0
320    13.0
330    15.0
340    18.0
350    20.0
360    22.0
370    24.0
380    26.0
390    28.0
400    29.0
410    28.8
420    28.6
430    28.4
440    28.2
450    28.0
460    26.0
470    24.0
480    20.0
490    17.0
500    15.0
510    13.0
520    10.0
530     9.0
540     7.0
550     6.0
560     5.0
570     4.0
580     3.0
590     2.0
600     1.5
610     1.0
620     0.5
630     0.2
640     0.1
650     0.0

