  200.0     2.85
  210.0     3.30
  220.0     4.72
  230.0     7.28
  240.0     9.87
  250.0    12.83
  260.0    15.09
  270.0    16.63
  280.0    19.20
  290.0    20.92
  300.0    21.94
  310.0    22.39
  320.0    23.34
  330.0    23.67
  340.0    23.97
  350.0    24.00
  360.0    24.00
  370.0    23.66
  380.0    23.52
  390.0    22.72
  400.0    22.69
  410.0    22.39
  420.0    21.94
  430.0    21.49
  440.0    20.89
  450.0    20.18
  460.0    19.71
  470.0    18.66
  480.0    17.58
  490.0    16.67
  500.0    15.89
  510.0    14.83
  520.0    12.51
  530.0     9.70
  540.0     7.85
  550.0     6.66
  560.0     5.77
  570.0     4.97
  580.0     4.21
  590.0     3.45
  600.0     2.78
  610.0     2.12
  620.0     1.53
  630.0     1.08
  640.0     0.73
  650.0     0.47
  660.0     0.28
  670.0     0.17
  680.0     0.09
  690.0     0.05
  700.0     0.03
  710.0     0.02
