200.0    0.0000
210.0    0.0000
220.0    1.3648
230.0    4.1624
240.0    6.8814
250.0    9.5704
260.0    12.5728
270.0    15.4286
280.0    16.7373
290.0    19.9520
300.0    20.0918
310.0    20.3359
320.0    20.6562
330.0    20.7517
340.0    20.6236
350.0    20.1992
360.0    19.8387
370.0    18.6558
380.0    17.5653
390.0    16.6784
400.0    15.2398
410.0    13.6456
420.0    12.1764
430.0    10.5722
440.0    9.0127
450.0    7.6529
460.0    6.4820
470.0    5.4517
480.0    4.4408
490.0    3.5450
500.0    2.7400
510.0    1.9825
520.0    1.3073
530.0    0.7549
540.0    0.4712
550.0    0.3031
560.0    0.1675
570.0    0.0803
580.0    0.0391
590.0    0.0169
600.0    0.0094
