  360.0000      14.44600    
  380.0000      15.94500    
  400.0000      17.55800    
  420.0000      19.86700    
  440.0000      22.02600    
  460.0000      23.50800    
  480.0000      23.78200    
  500.0000      23.44000    
  520.0000      22.86300    
  540.0000      22.07600    
  560.0000      21.04300    
  580.0000      19.58100    
  600.0000      18.42100    
  620.0000      17.22300    
  640.0000      15.67700    
  660.0000      13.95600    
  680.0000      12.24600    
  700.0000      10.70500    
