200     1.80
220     7.97
240    16.33
260    20.13
280    25.44
300    35.13
320    39.40
340    39.78
360    39.40
380    40.92
400    44.15
420    46.61
440    48.42
460    49.08
480    47.94
500    45.19
520    41.87
540    38.83
560    35.79
580    33.32
600    30.66
620    27.91
640    25.16
660    22.78
680    20.41
700    18.13
720    16.14
740    14.15
760    12.53
780    10.92
800     9.49
820     8.16
840     6.93
860     5.79
880     4.65
900     3.89
920     2.94
940     2.47
960     1.80
980     1.33
1000    1.04

