200.0    0.0000
210.0    0.0000
220.0    2.4264
230.0    9.0559
240.0    14.5723
250.0    18.9039
260.0    24.2476
270.0    27.9504
280.0    29.0910
290.0    31.5069
300.0    28.2676
310.0    26.8652
320.0    26.0060
330.0    25.2934
340.0    24.5034
350.0    23.4996
360.0    22.6084
370.0    21.0618
380.0    19.6225
390.0    18.2942
400.0    16.4564
410.0    14.3433
420.0    12.5074
430.0    10.6036
440.0    8.7953
450.0    7.2646
460.0    6.1266
470.0    5.0693
480.0    3.9949
490.0    3.0248
500.0    2.2300
510.0    1.5261
520.0    0.8610
530.0    0.4803
540.0    0.2870
550.0    0.1320
560.0    0.0500
570.0    0.0135
580.0    0.0000
590.0    0.0000
600.0    0.0000
