 230   1.47575
 240   1.4712
 250   1.4673
 260   1.46391
 270   1.46096
 280   1.45836
 290   1.45607
 300   1.45403
 310   1.4522
 320   1.45056
 330   1.44909
 340   1.44775
 350   1.44654
 360   1.44543
 370   1.44442
 380   1.44349
 390   1.44264
 400   1.44185
 410   1.44113
 420   1.44045
 430   1.43983
 440   1.43925
 450   1.43871
 460   1.4382
 470   1.43773
 480   1.43728
 490   1.43687
 500   1.43648
 510   1.43611
 520   1.43576
 530   1.43543
 540   1.43512
 550   1.43483
 560   1.43455
 570   1.43428
 580   1.43403
 590   1.43379
 600   1.43356
 610   1.43335
 620   1.43314
 630   1.43294
 640   1.43275
 650   1.43257
 660   1.43239
 670   1.43223
 680   1.43207
 690   1.43191
 700   1.43176
 710   1.43162
 720   1.43148
 730   1.43135
 740   1.43122
 750   1.43109
 760   1.43097
 770   1.43086
 780   1.43074
 790   1.43064
 800   1.43053
 810   1.43043
 820   1.43033
 830   1.43023
 840   1.43013
 850   1.43004
 860   1.42995
 870   1.42986
 880   1.42978
 890   1.42969
 900   1.42961
 910   1.42953
 920   1.42945
 930   1.42938
 940   1.4293
 950   1.42923
 960   1.42916
 970   1.42909
 980   1.42902
 990   1.42895
1000   1.42888
