270	10.80 
280	16.19 
290	21.39 
300	25.31 
310	28.45 
320	30.64 
330	32.16 
340	32.83 
350	33.09 
360	33.21 
370	33.30 
380	33.77 
390	33.43 
400	32.87 
410	31.92 
420	30.85 
430	29.56 
440	28.10 
450	26.06 
460	23.72 
470	21.64 
480	19.97 
490	18.57 
500	16.60 
510	13.04 
520	9.66 
530	7.59 
540	6.22 
550	5.12 
560	4.15 
570	3.27 
580	2.49 
590	1.80 
600	1.24 
610	0.79 
620	0.48 
630	0.27 
640	0.14 
650	0.07
