200.0    0.0000
210.0    11.3501
220.0    12.1319
230.0    13.2398
240.0    16.2100
250.0    18.7656
260.0    21.7482
270.0    24.3610
280.0    25.0792
290.0    28.6009
300.0    28.2349
310.0    28.4114
320.0    28.5484
330.0    28.6614
340.0    28.8812
350.0    28.7106
360.0    28.1548
370.0    28.0591
380.0    25.5305
390.0    21.8913
400.0    19.6042
410.0    18.3709
420.0    17.3953
430.0    17.1329
440.0    16.2153
450.0    14.8937
460.0    14.6245
470.0    13.0102
480.0    13.8088
490.0    13.2000
500.0    12.0881
510.0    10.7617
520.0    8.1836
530.0    5.9729
540.0    4.6335
550.0    3.6822
560.0    2.9047
570.0    2.2591
580.0    1.7516
590.0    1.2502
600.0    0.8219
