300    2.0396122
310    7.1050473
320    7.5232692
330    7.7407594
340    6.1198098
350    6.3556981
360    8.0770829
370    7.1145401
380    8.9427647
390    11.238124
400    12.127813
410    11.431892
420    11.644425
430    12.114833
440    12.013621
450    11.858726
460    11.821714
470    11.756189
480    12.247557
490    14.168625
500    15.236867
510    16.805414
520    17.058822
530    17.884219
540    17.895094
550    18.589653
560    18.987976
570    19.614207
580    21.821937
590    25.385553
600    28.238592
610    30.620825
620    31.117976
630    31.634005
640    32.538831
650    32.520806
660    32.619502
670    32.56172
680    32.443404
690    32.708426
700    32.697528
710    32.377777
720    32.510145
730    31.704839
740    30.951717
750    29.512945
760    29.063225
770    27.416716
780    25.703547
790    25.626179
800    23.052388

