1    1.054556
1    1.0556657
1    1.0550963
1    1.0541183
1    1.0528638
1    1.0540961
1    1.0699737
1    1.061303
1    1.0572197
1    1.0576187
1    1.0586224
1    1.057169
1    1.0553204
1    1.0506393
1    1.0616827
1    1.0567491
1    1.0559828
1    1.0549153
1    1.0547755
1    1.053744
1    1.0531821
1    1.053747
1    1.0533316
1    1.0502514
1    1.052062
1    1.0513564
1    1.051734
1    1.0504487
1    1.0512664
1    1.0507201
1    1.0523225
1    1.0507432
